"sub","task","selfconf","coh","rt","resp","cor","cj","RTconf","block"
30,"dotnumber","mediumSC","average",0.785,1,0,3,0.194,5
30,"dotnumber","mediumSC","hard",2.103,1,0,3,2.001,6
30,"dotnumber","mediumSC","hard",0.785,-1,0,3,0.314,6
30,"dotnumber","mediumSC","average",0.519,-1,1,5,0.213,6
30,"dotnumber","mediumSC","hard",0.735,1,1,3,0.154,6
30,"dotnumber","mediumSC","hard",0.718,-1,0,4,0.243,6
30,"dotnumber","mediumSC","hard",0.668,1,1,3,0.666,6
30,"dotnumber","mediumSC","easy",0.719,-1,1,4,0.205,6
30,"dotnumber","mediumSC","hard",0.919,1,0,4,0.875,6
30,"dotnumber","mediumSC","average",0.652,-1,1,5,0.216,6
30,"dotnumber","mediumSC","average",1.52,1,0,4,0.237,6
30,"dotnumber","mediumSC","average",0.619,-1,1,4,0.294,6
30,"dotnumber","mediumSC","easy",0.701,1,1,5,0.313,6
30,"dotnumber","mediumSC","average",0.786,-1,1,5,0.185,6
30,"dotnumber","mediumSC","hard",0.519,-1,0,3,0.264,6
30,"dotnumber","mediumSC","easy",0.719,-1,1,5,0.829,6
30,"dotnumber","mediumSC","easy",0.851,-1,1,4,0.772,6
30,"dotnumber","mediumSC","hard",0.835,1,0,2,0.206,6
30,"dotnumber","mediumSC","hard",0.801,1,1,4,0.337,6
30,"dotnumber","mediumSC","hard",0.87,1,0,5,0.22,6
30,"dotnumber","mediumSC","average",0.702,-1,0,5,0.274,6
30,"dotnumber","mediumSC","average",0.651,1,1,4,1.352,6
30,"dotnumber","mediumSC","hard",1.052,-1,1,6,0.353,6
30,"dotnumber","mediumSC","easy",1.253,1,0,3,0.46,6
30,"dotnumber","mediumSC","average",1.336,1,1,4,0.318,6
30,"dotnumber","mediumSC","easy",0.735,1,1,4,0.927,6
30,"dotnumber","mediumSC","hard",2.838,1,0,2,0.353,6
30,"dotnumber","mediumSC","easy",0.601,-1,1,6,0.502,6
30,"dotnumber","mediumSC","average",0.969,1,1,5,0.246,6
30,"dotnumber","mediumSC","hard",1.486,1,0,4,0.347,6
30,"dotnumber","mediumSC","hard",0.853,1,1,4,0.246,6
30,"dotnumber","mediumSC","average",0.718,1,1,4,0.075,6
30,"dotnumber","mediumSC","easy",0.702,1,1,5,0.216,6
30,"dotnumber","mediumSC","hard",0.702,1,0,3,0.254,6
30,"dotnumber","mediumSC","average",0.653,-1,1,5,0.213,6
30,"dotnumber","mediumSC","hard",0.702,-1,0,2,0.284,6
30,"dotnumber","mediumSC","hard",0.769,1,0,2,0.317,6
30,"dotnumber","mediumSC","easy",0.752,1,1,4,0.813,6
30,"dotnumber","mediumSC","average",0.669,1,1,3,0.221,6
30,"dotnumber","mediumSC","easy",0.735,1,1,5,0.097,6
30,"dotnumber","mediumSC","hard",0.652,1,1,3,0.335,6
30,"dotnumber","mediumSC","easy",0.702,1,0,3,0.241,6
30,"dotnumber","mediumSC","easy",0.585,-1,1,5,0.267,6
30,"dotnumber","mediumSC","hard",0.752,1,0,5,0.173,6
30,"dotnumber","mediumSC","hard",0.818,-1,1,5,0.241,6
30,"dotnumber","mediumSC","hard",0.586,1,1,4,0.443,6
30,"dotnumber","mediumSC","easy",0.702,1,1,5,3.528,6
30,"dotnumber","mediumSC","hard",1.002,-1,0,4,0.46,6
30,"dotnumber","mediumSC","average",0.635,1,1,5,0.266,6
30,"dotnumber","mediumSC","easy",0.702,-1,1,4,0.543,6
30,"dotnumber","mediumSC","average",0.736,-1,1,3,0.262,6
30,"dotnumber","mediumSC","average",0.618,-1,1,3,1.343,6
30,"dotnumber","mediumSC","average",0.618,1,1,4,0.171,6
30,"dotnumber","mediumSC","easy",0.701,1,1,3,0.307,6
30,"dotnumber","mediumSC","easy",0.702,1,1,5,0.534,6
30,"dotnumber","mediumSC","average",0.801,1,1,5,0.524,6
30,"dotnumber","mediumSC","average",1.002,-1,1,5,0.28,6
30,"dotnumber","mediumSC","easy",1.186,1,1,6,0.233,6
30,"dotnumber","mediumSC","easy",0.685,-1,1,5,0.239,6
30,"dotnumber","mediumSC","hard",1.219,-1,1,4,0.24,6
30,"dotnumber","mediumSC","easy",0.802,-1,1,5,0.065,6
30,"dotnumber","mediumSC","average",0.719,1,1,5,0.077,6
30,"dotnumber","mediumSC","average",1.52,-1,1,4,0.232,6
30,"dotnumber","mediumSC","easy",0.585,-1,1,5,0.338,6
30,"dotnumber","mediumSC","average",0.702,-1,1,4,1.475,6
30,"dotnumber","mediumSC","average",1.053,1,1,4,0.36,6
30,"dotnumber","mediumSC","easy",1.019,-1,1,5,0.284,6
30,"dotnumber","mediumSC","average",0.919,1,1,4,0.279,6
30,"dotnumber","mediumSC","hard",0.934,-1,0,4,0.337,6
30,"dotnumber","mediumSC","easy",1.536,1,1,2,0.304,6
30,"dotnumber","mediumSC","easy",0.819,-1,0,2,0.063,6
30,"dotnumber","mediumSC","easy",0.869,1,1,3,0.261,6
30,"dotnumber","mediumSC","average",0.969,-1,1,4,0.287,6
30,"dotnumber","mediumSC","hard",1.836,-1,0,3,1.744,7
30,"dotnumber","mediumSC","easy",0.569,-1,1,5,0.254,7
30,"dotnumber","mediumSC","hard",0.685,-1,0,4,0.276,7
30,"dotnumber","mediumSC","hard",2.002,1,1,3,1.298,7
30,"dotnumber","mediumSC","average",0.518,-1,1,5,0.052,7
30,"dotnumber","mediumSC","easy",0.636,1,1,5,0.212,7
30,"dotnumber","mediumSC","hard",0.802,-1,1,4,0.311,7
30,"dotnumber","mediumSC","easy",0.601,1,1,5,0.318,7
30,"dotnumber","mediumSC","average",1.485,1,0,3,0.272,7
30,"dotnumber","mediumSC","easy",0.519,-1,1,5,0.668,7
30,"dotnumber","mediumSC","hard",0.802,1,0,3,0.251,7
30,"dotnumber","mediumSC","average",0.651,1,1,5,0.322,7
30,"dotnumber","mediumSC","average",0.686,1,1,6,0.261,7
30,"dotnumber","mediumSC","easy",1.352,1,1,5,0.287,7
30,"dotnumber","mediumSC","easy",0.885,1,1,4,0.651,7
30,"dotnumber","mediumSC","hard",1.001,-1,0,4,1.588,7
30,"dotnumber","mediumSC","average",0.802,-1,0,3,0.35,7
30,"dotnumber","mediumSC","hard",0.835,-1,1,3,0.265,7
30,"dotnumber","mediumSC","hard",1.436,1,1,2,0.511,7
30,"dotnumber","mediumSC","hard",1.603,-1,0,4,0.341,7
30,"dotnumber","mediumSC","average",0.818,1,0,4,1.186,7
30,"dotnumber","mediumSC","hard",1.102,1,1,2,0.128,7
30,"dotnumber","mediumSC","hard",0.819,-1,0,5,0.357,7
30,"dotnumber","mediumSC","average",0.718,1,1,6,0.245,7
30,"dotnumber","mediumSC","average",0.818,1,1,4,0.502,7
30,"dotnumber","mediumSC","average",1.069,-1,1,5,0.21,7
30,"dotnumber","mediumSC","easy",0.518,-1,1,6,0.176,7
30,"dotnumber","mediumSC","average",0.835,1,1,4,0.019,7
30,"dotnumber","mediumSC","hard",0.684,-1,1,5,0.114,7
30,"dotnumber","mediumSC","hard",1.118,1,0,3,0.476,7
30,"dotnumber","mediumSC","easy",0.636,-1,1,5,0.266,7
30,"dotnumber","mediumSC","easy",0.936,1,1,5,0.981,7
30,"dotnumber","mediumSC","average",0.585,-1,1,5,0.977,7
30,"dotnumber","mediumSC","easy",0.702,1,1,6,0.489,7
30,"dotnumber","mediumSC","easy",0.602,1,1,6,0.264,7
30,"dotnumber","mediumSC","average",1.22,-1,1,5,0.264,7
30,"dotnumber","mediumSC","average",0.651,-1,1,4,0.063,7
30,"dotnumber","mediumSC","average",0.852,-1,1,5,0.806,7
30,"dotnumber","mediumSC","average",0.734,-1,1,4,0.355,7
30,"dotnumber","mediumSC","hard",0.735,-1,1,4,0.466,7
30,"dotnumber","mediumSC","hard",0.685,-1,1,5,0.255,7
30,"dotnumber","mediumSC","easy",0.619,1,1,5,0.055,7
30,"dotnumber","mediumSC","average",0.502,-1,1,6,0.396,7
30,"dotnumber","mediumSC","easy",0.636,-1,1,5,0.19,7
30,"dotnumber","mediumSC","easy",0.92,-1,1,5,0.237,7
30,"dotnumber","mediumSC","average",0.685,1,1,6,0.179,7
30,"dotnumber","mediumSC","average",0.869,1,1,4,0.229,7
30,"dotnumber","mediumSC","average",0.634,1,1,6,0.062,7
30,"dotnumber","mediumSC","easy",0.518,-1,1,5,0.354,7
30,"dotnumber","mediumSC","hard",0.685,-1,0,4,0.708,7
30,"dotnumber","mediumSC","hard",0.601,-1,1,6,0.219,7
30,"dotnumber","mediumSC","average",0.701,1,1,5,0.481,7
30,"dotnumber","mediumSC","easy",0.668,1,1,6,0.27,7
30,"dotnumber","mediumSC","average",0.535,-1,1,6,0.265,7
30,"dotnumber","mediumSC","easy",0.585,-1,1,6,0.226,7
30,"dotnumber","mediumSC","easy",0.535,-1,1,6,0.399,7
30,"dotnumber","mediumSC","easy",0.652,-1,1,5,0.208,7
30,"dotnumber","mediumSC","easy",0.768,1,1,4,0.26,7
30,"dotnumber","mediumSC","average",0.902,1,1,4,0.193,7
30,"dotnumber","mediumSC","easy",0.669,1,1,5,0.234,7
30,"dotnumber","mediumSC","average",0.602,-1,1,4,0.148,7
30,"dotnumber","mediumSC","hard",0.736,-1,0,5,0.412,7
30,"dotnumber","mediumSC","easy",0.602,1,1,6,0.239,7
30,"dotnumber","mediumSC","hard",0.885,-1,1,4,0.333,7
30,"dotnumber","mediumSC","hard",0.735,-1,0,3,0.253,7
30,"dotnumber","mediumSC","average",1.036,1,1,5,0.196,7
30,"dotnumber","mediumSC","hard",0.968,-1,1,2,0.305,7
30,"dotnumber","mediumSC","hard",0.535,-1,0,4,0.186,7
30,"dotnumber","mediumSC","hard",0.435,-1,1,5,0.173,7
30,"dotnumber","mediumSC","hard",0.802,1,0,4,1.793,7
30,"dotnumber","mediumSC","easy",0.568,-1,1,5,0.525,7
30,"dotnumber","mediumSC","easy",0.535,-1,1,5,0.221,7
31,"dotcolour","highSC","average",1.302,1,1,5,3.186,5
31,"dotcolour","highSC","hard",1.837,-1,1,4,0.705,5
31,"dotcolour","highSC","average",0.985,1,1,6,1.223,5
31,"dotcolour","highSC","hard",1.402,1,1,5,1.815,5
31,"dotcolour","highSC","hard",1.702,1,1,5,3.138,5
31,"dotcolour","highSC","hard",1.101,1,0,4,0.433,5
31,"dotcolour","highSC","average",1.019,-1,1,4,1.041,5
31,"dotcolour","highSC","easy",1.202,-1,1,5,1.248,5
31,"dotcolour","highSC","hard",1.318,1,1,5,0.771,5
31,"dotcolour","highSC","hard",0.835,1,1,4,1.053,5
31,"dotcolour","highSC","easy",0.819,1,1,5,1.74,5
31,"dotcolour","highSC","hard",2.737,1,0,3,1.344,5
31,"dotcolour","highSC","average",1.57,1,1,5,1.045,5
31,"dotcolour","highSC","average",0.919,1,1,4,0.593,5
31,"dotcolour","highSC","average",0.552,1,1,4,0.734,5
31,"dotcolour","highSC","easy",0.768,-1,1,6,0.38,5
31,"dotcolour","highSC","easy",0.635,-1,0,1,0.477,5
31,"dotcolour","highSC","average",1.086,-1,1,5,2.265,5
31,"dotcolour","highSC","hard",0.935,1,0,4,0.546,5
31,"dotcolour","highSC","average",0.951,-1,1,6,0.352,5
31,"dotcolour","highSC","easy",0.651,1,1,6,0.499,5
31,"dotcolour","highSC","hard",1.619,1,0,5,0.456,5
31,"dotcolour","highSC","easy",0.601,1,1,6,0.536,5
31,"dotcolour","highSC","average",0.853,-1,1,6,0.587,5
31,"dotcolour","highSC","easy",0.819,-1,1,6,0.557,5
31,"dotcolour","highSC","easy",0.468,-1,1,6,0.671,5
31,"dotcolour","highSC","hard",1.452,1,0,4,0.963,5
31,"dotcolour","highSC","easy",0.735,1,1,6,0.378,5
31,"dotcolour","highSC","easy",0.969,1,0,1,0.527,5
31,"dotcolour","highSC","easy",0.635,1,1,6,0.555,5
31,"dotcolour","highSC","average",0.802,1,1,6,0.479,5
31,"dotcolour","highSC","hard",0.953,1,1,5,0.368,5
31,"dotcolour","highSC","easy",0.718,1,1,6,0.368,5
31,"dotcolour","highSC","hard",1.118,1,0,4,0.51,5
31,"dotcolour","highSC","hard",1.136,1,1,5,0.407,5
31,"dotcolour","highSC","easy",0.668,1,1,6,0.375,5
31,"dotcolour","highSC","easy",0.918,-1,1,6,0.477,5
31,"dotcolour","highSC","average",0.819,-1,1,6,0.484,5
31,"dotcolour","highSC","average",1.219,-1,1,5,0.73,5
31,"dotcolour","highSC","average",0.902,1,1,4,0.515,5
31,"dotcolour","highSC","easy",0.852,-1,1,6,0.454,5
31,"dotcolour","highSC","easy",0.769,-1,1,6,0.368,5
31,"dotcolour","highSC","average",0.669,-1,1,5,0.417,5
31,"dotcolour","highSC","hard",0.784,-1,1,4,0.491,5
31,"dotcolour","highSC","hard",1.669,-1,1,4,0.398,5
31,"dotcolour","highSC","easy",0.634,-1,1,6,0.447,5
31,"dotcolour","highSC","average",0.636,-1,1,6,0.398,5
31,"dotcolour","highSC","easy",0.819,1,1,6,0.28,5
31,"dotcolour","highSC","easy",0.668,-1,1,6,1.18,5
31,"dotcolour","highSC","easy",0.518,-1,1,6,0.322,5
31,"dotcolour","highSC","hard",0.785,-1,1,6,0.497,5
31,"dotcolour","highSC","average",0.568,-1,1,6,0.32,5
31,"dotcolour","highSC","hard",0.368,-1,1,5,0.336,5
31,"dotcolour","highSC","hard",1.035,1,0,4,0.676,5
31,"dotcolour","highSC","average",0.835,1,1,5,0.385,5
31,"dotcolour","highSC","hard",0.902,1,1,5,0.44,5
31,"dotcolour","highSC","hard",0.702,1,1,5,0.949,5
31,"dotcolour","highSC","average",3.971,1,1,1,5.479,5
31,"dotcolour","highSC","easy",0.868,1,1,6,1.455,5
31,"dotcolour","highSC","average",0.735,1,1,6,0.417,5
31,"dotcolour","highSC","average",1.053,-1,1,5,0.513,5
31,"dotcolour","highSC","easy",0.618,-1,1,5,0.766,5
31,"dotcolour","highSC","average",0.435,-1,1,5,0.425,5
31,"dotcolour","highSC","easy",0.669,1,1,6,0.312,5
31,"dotcolour","highSC","hard",1.086,1,1,5,0.682,5
31,"dotcolour","highSC","hard",0.635,1,1,4,0.416,5
31,"dotcolour","highSC","hard",0.634,1,1,4,0.48,5
31,"dotcolour","highSC","average",0.786,-1,1,5,0.52,5
31,"dotcolour","highSC","easy",0.701,1,1,6,0.306,5
31,"dotcolour","highSC","hard",0.751,1,1,5,0.85,5
31,"dotcolour","highSC","average",0.602,1,1,5,0.722,5
31,"dotcolour","highSC","average",0.568,1,1,5,1.017,5
31,"dotcolour","highSC","hard",1.436,-1,1,4,1.757,6
31,"dotcolour","highSC","average",0.786,1,1,5,0.48,6
31,"dotcolour","highSC","hard",0.819,1,1,5,0.487,6
31,"dotcolour","highSC","easy",0.701,-1,1,6,0.321,6
31,"dotcolour","highSC","average",0.836,1,1,6,0.718,6
31,"dotcolour","highSC","hard",0.569,1,0,6,0.389,6
31,"dotcolour","highSC","hard",0.602,1,1,6,0.312,6
31,"dotcolour","highSC","easy",0.769,-1,1,6,0.408,6
31,"dotcolour","highSC","hard",1.602,-1,1,4,0.433,6
31,"dotcolour","highSC","average",0.669,1,1,5,0.463,6
31,"dotcolour","highSC","hard",0.951,1,1,5,0.657,6
31,"dotcolour","highSC","average",0.651,1,1,5,0.727,6
31,"dotcolour","highSC","easy",0.868,1,1,6,0.321,6
31,"dotcolour","highSC","average",0.602,1,1,6,0.343,6
31,"dotcolour","highSC","hard",0.785,1,1,4,0.453,6
31,"dotcolour","highSC","hard",0.986,1,1,4,0.598,6
31,"dotcolour","highSC","easy",0.685,-1,1,6,0.349,6
31,"dotcolour","highSC","average",0.719,1,1,6,0.284,6
31,"dotcolour","highSC","easy",1.001,1,1,6,0.451,6
31,"dotcolour","highSC","easy",0.652,-1,1,6,0.289,6
31,"dotcolour","highSC","hard",0.702,1,1,6,0.485,6
31,"dotcolour","highSC","easy",0.686,1,1,6,0.352,6
31,"dotcolour","highSC","average",0.519,1,1,5,0.488,6
31,"dotcolour","highSC","easy",0.952,-1,1,6,0.409,6
31,"dotcolour","highSC","hard",0.852,-1,1,4,0.401,6
31,"dotcolour","highSC","hard",0.684,-1,1,6,0.368,6
31,"dotcolour","highSC","easy",0.668,-1,1,6,0.305,6
31,"dotcolour","highSC","easy",0.484,-1,1,5,1.165,6
31,"dotcolour","highSC","easy",0.586,-1,1,6,0.352,6
31,"dotcolour","highSC","easy",0.836,1,1,6,1.259,6
31,"dotcolour","highSC","hard",1.302,1,1,5,0.974,6
31,"dotcolour","highSC","easy",0.652,1,1,6,0.376,6
31,"dotcolour","highSC","hard",0.753,-1,1,4,0.389,6
31,"dotcolour","highSC","hard",0.785,1,1,5,1.057,6
31,"dotcolour","highSC","average",0.654,1,1,5,1.031,6
31,"dotcolour","highSC","average",0.603,-1,1,6,0.479,6
31,"dotcolour","highSC","average",0.769,-1,1,6,0.408,6
31,"dotcolour","highSC","average",0.735,1,1,6,2.549,6
31,"dotcolour","highSC","average",0.585,1,1,6,0.272,6
31,"dotcolour","highSC","easy",0.819,1,1,6,0.272,6
31,"dotcolour","highSC","easy",0.619,-1,1,6,0.423,6
31,"dotcolour","highSC","average",0.401,-1,1,6,0.257,6
31,"dotcolour","highSC","easy",0.419,-1,0,1,0.737,6
31,"dotcolour","highSC","easy",0.919,1,1,6,1.801,6
31,"dotcolour","highSC","hard",1.418,1,1,5,0.336,6
31,"dotcolour","highSC","easy",0.718,-1,1,6,0.321,6
31,"dotcolour","highSC","average",0.552,-1,1,6,0.344,6
31,"dotcolour","highSC","hard",1.152,1,1,5,0.343,6
31,"dotcolour","highSC","hard",0.92,1,0,2,0.927,6
31,"dotcolour","highSC","average",0.851,-1,1,5,1.267,6
31,"dotcolour","highSC","easy",0.702,1,1,6,0.317,6
31,"dotcolour","highSC","average",0.82,1,1,5,0.506,6
31,"dotcolour","highSC","average",0.734,1,0,1,0.435,6
31,"dotcolour","highSC","average",1.553,-1,1,5,0.317,6
31,"dotcolour","highSC","hard",0.869,1,1,5,0.296,6
31,"dotcolour","highSC","easy",1.086,1,1,5,1.051,6
31,"dotcolour","highSC","hard",1.369,1,1,5,0.308,6
31,"dotcolour","highSC","average",0.619,1,1,5,0.906,6
31,"dotcolour","highSC","average",0.568,-1,1,6,0.665,6
31,"dotcolour","highSC","hard",0.935,-1,1,6,0.371,6
31,"dotcolour","highSC","average",0.602,-1,1,6,0.422,6
31,"dotcolour","highSC","average",0.518,-1,1,6,0.332,6
31,"dotcolour","highSC","hard",0.601,-1,1,6,0.369,6
31,"dotcolour","highSC","easy",0.602,-1,1,6,0.325,6
31,"dotcolour","highSC","easy",0.869,1,1,6,0.288,6
31,"dotcolour","highSC","average",0.535,1,0,1,0.378,6
31,"dotcolour","highSC","hard",0.985,1,0,6,0.366,6
31,"dotcolour","highSC","easy",0.702,-1,1,6,0.366,6
31,"dotcolour","highSC","easy",0.584,1,1,6,0.274,6
31,"dotcolour","highSC","hard",0.753,-1,1,5,0.292,6
31,"dotcolour","highSC","average",0.635,-1,1,6,0.33,6
31,"dotcolour","highSC","hard",0.602,-1,1,5,0.959,6
31,"dotcolour","highSC","easy",0.769,-1,1,6,1.878,7
31,"dotcolour","highSC","hard",1.003,1,1,5,0.332,7
31,"dotcolour","highSC","hard",0.651,1,0,2,0.639,7
31,"dotcolour","highSC","average",0.885,-1,1,6,0.556,7
31,"dotcolour","highSC","easy",0.735,-1,1,6,0.419,7
31,"dotcolour","highSC","average",0.535,-1,1,5,0.328,7
31,"dotcolour","highSC","average",0.535,-1,1,6,0.288,7
31,"dotcolour","highSC","hard",0.735,1,1,5,0.418,7
31,"dotcolour","highSC","hard",0.584,-1,0,3,1.621,7
31,"dotcolour","highSC","average",0.552,-1,1,6,0.471,7
31,"dotcolour","highSC","average",0.969,-1,1,5,0.328,7
31,"dotcolour","highSC","hard",0.769,1,1,5,1.191,7
31,"dotcolour","highSC","hard",0.935,1,1,5,0.876,7
31,"dotcolour","highSC","easy",0.736,-1,1,6,0.454,7
31,"dotcolour","highSC","easy",0.536,-1,1,6,0.313,7
31,"dotcolour","highSC","average",0.685,-1,1,6,0.396,7
31,"dotcolour","highSC","easy",0.518,-1,1,6,0.258,7
31,"dotcolour","highSC","easy",0.718,1,1,6,0.63,7
31,"dotcolour","highSC","average",0.534,-1,1,6,0.37,7
31,"dotcolour","highSC","hard",0.586,1,1,5,0.63,7
31,"dotcolour","highSC","easy",0.568,1,0,1,0.337,7
31,"dotcolour","highSC","hard",2.004,1,1,5,0.716,7
31,"dotcolour","highSC","easy",0.568,1,1,6,0.595,7
31,"dotcolour","highSC","hard",0.801,1,0,5,0.39,7
31,"dotcolour","highSC","hard",0.686,1,1,5,0.358,7
31,"dotcolour","highSC","hard",0.802,-1,0,5,0.355,7
31,"dotcolour","highSC","easy",0.452,1,1,6,0.349,7
31,"dotcolour","highSC","easy",0.502,1,0,1,0.389,7
31,"dotcolour","highSC","hard",0.852,-1,1,4,0.782,7
31,"dotcolour","highSC","hard",0.669,1,1,5,0.382,7
31,"dotcolour","highSC","hard",0.718,1,0,4,0.397,7
31,"dotcolour","highSC","easy",0.885,1,1,6,0.356,7
31,"dotcolour","highSC","average",0.619,1,1,5,0.327,7
31,"dotcolour","highSC","hard",1.052,1,0,5,0.427,7
31,"dotcolour","highSC","hard",0.603,1,1,5,0.637,7
31,"dotcolour","highSC","easy",1.018,1,1,6,0.484,7
31,"dotcolour","highSC","easy",0.902,-1,1,6,2.823,7
31,"dotcolour","highSC","average",0.834,-1,1,5,0.494,7
31,"dotcolour","highSC","average",0.918,1,1,5,0.623,7
31,"dotcolour","highSC","average",0.818,1,1,5,0.432,7
31,"dotcolour","highSC","hard",0.801,-1,1,6,1.529,7
31,"dotcolour","highSC","average",0.585,-1,1,6,0.287,7
31,"dotcolour","highSC","easy",0.602,1,1,6,0.853,7
31,"dotcolour","highSC","average",0.568,1,0,1,0.807,7
31,"dotcolour","highSC","average",0.801,1,1,6,1.489,7
31,"dotcolour","highSC","average",0.768,1,1,6,0.544,7
31,"dotcolour","highSC","hard",2.654,1,0,5,1.561,7
31,"dotcolour","highSC","average",0.585,1,1,5,0.365,7
31,"dotcolour","highSC","average",0.601,1,1,5,0.353,7
31,"dotcolour","highSC","easy",0.602,1,1,6,0.294,7
31,"dotcolour","highSC","hard",1.486,-1,1,5,0.297,7
31,"dotcolour","highSC","easy",0.585,-1,1,5,0.272,7
31,"dotcolour","highSC","average",0.786,-1,0,5,0.448,7
31,"dotcolour","highSC","average",0.952,1,1,6,0.371,7
31,"dotcolour","highSC","average",0.785,-1,1,6,0.655,7
31,"dotcolour","highSC","easy",0.685,1,1,5,0.324,7
31,"dotcolour","highSC","hard",1.286,-1,1,5,0.334,7
31,"dotcolour","highSC","easy",0.652,-1,1,6,0.321,7
31,"dotcolour","highSC","easy",0.701,1,1,6,0.322,7
31,"dotcolour","highSC","easy",0.602,1,1,6,0.296,7
31,"dotcolour","highSC","easy",0.635,-1,1,6,0.526,7
31,"dotcolour","highSC","average",0.501,-1,1,6,0.319,7
31,"dotcolour","highSC","easy",0.936,1,1,6,0.599,7
31,"dotcolour","highSC","hard",1.185,1,0,5,0.426,7
31,"dotcolour","highSC","easy",0.485,1,1,6,0.304,7
31,"dotcolour","highSC","average",0.501,1,1,6,0.347,7
31,"dotcolour","highSC","hard",0.836,1,1,4,0.438,7
31,"dotcolour","highSC","hard",0.685,1,0,5,0.9,7
31,"dotcolour","highSC","hard",0.736,1,0,5,0.349,7
31,"dotcolour","highSC","easy",0.502,-1,1,6,0.549,7
31,"dotcolour","highSC","average",0.685,1,1,6,0.334,7
31,"dotnumber","mediumSC","average",1.136,-1,1,4,0.923,5
31,"dotnumber","mediumSC","average",0.652,1,1,5,0.695,5
31,"dotnumber","mediumSC","average",2.954,-1,0,3,0.798,5
31,"dotnumber","mediumSC","average",0.535,1,1,6,0.356,5
31,"dotnumber","mediumSC","average",0.735,1,1,5,0.324,5
31,"dotnumber","mediumSC","hard",1.502,1,1,4,2.021,5
31,"dotnumber","mediumSC","average",0.751,1,1,5,0.32,5
31,"dotnumber","mediumSC","hard",1.068,-1,1,4,0.42,5
31,"dotnumber","mediumSC","easy",0.568,1,1,6,0.312,5
31,"dotnumber","mediumSC","easy",0.952,1,1,5,0.432,5
31,"dotnumber","mediumSC","hard",0.768,-1,1,4,0.539,5
31,"dotnumber","mediumSC","average",0.734,1,1,5,0.371,5
31,"dotnumber","mediumSC","easy",0.868,1,1,5,0.493,5
31,"dotnumber","mediumSC","easy",0.635,-1,1,6,0.475,5
31,"dotnumber","mediumSC","easy",0.919,-1,1,5,0.926,5
31,"dotnumber","mediumSC","average",0.752,-1,1,6,1.174,5
31,"dotnumber","mediumSC","average",1.236,-1,0,4,1.584,5
31,"dotnumber","mediumSC","average",1.818,-1,1,5,0.481,5
31,"dotnumber","mediumSC","easy",0.851,1,1,6,0.583,5
31,"dotnumber","mediumSC","hard",1.069,1,1,4,0.368,5
31,"dotnumber","mediumSC","easy",0.702,-1,1,5,1.984,5
31,"dotnumber","mediumSC","easy",0.702,1,1,5,0.382,5
31,"dotnumber","mediumSC","hard",0.818,-1,1,5,0.345,5
31,"dotnumber","mediumSC","easy",0.718,1,1,6,0.474,5
31,"dotnumber","mediumSC","hard",1.035,-1,1,5,0.264,5
31,"dotnumber","mediumSC","hard",0.801,1,1,5,0.457,5
31,"dotnumber","mediumSC","average",1.152,1,1,5,0.564,5
31,"dotnumber","mediumSC","easy",0.702,1,1,4,0.812,5
31,"dotnumber","mediumSC","average",0.735,1,1,4,0.33,5
31,"dotnumber","mediumSC","easy",0.785,-1,1,5,0.312,5
31,"dotnumber","mediumSC","hard",0.718,1,0,5,0.363,5
31,"dotnumber","mediumSC","easy",1.219,1,1,5,0.359,5
31,"dotnumber","mediumSC","hard",0.635,1,1,5,0.586,5
31,"dotnumber","mediumSC","hard",0.652,1,1,5,0.436,5
31,"dotnumber","mediumSC","hard",0.501,1,1,4,0.506,5
31,"dotnumber","mediumSC","easy",1.168,-1,1,5,0.594,5
31,"dotnumber","mediumSC","easy",0.769,1,1,6,0.39,5
31,"dotnumber","mediumSC","hard",0.702,-1,1,5,0.646,5
31,"dotnumber","mediumSC","hard",0.802,1,0,6,0.359,5
31,"dotnumber","mediumSC","hard",1.652,1,1,4,0.61,5
31,"dotnumber","mediumSC","hard",1.036,-1,0,4,0.379,5
31,"dotnumber","mediumSC","easy",0.652,-1,1,6,0.797,5
31,"dotnumber","mediumSC","hard",1.385,-1,1,4,0.72,5
31,"dotnumber","mediumSC","average",0.718,-1,1,6,0.994,5
31,"dotnumber","mediumSC","easy",0.802,-1,1,6,0.373,5
31,"dotnumber","mediumSC","average",0.935,-1,0,6,0.555,5
31,"dotnumber","mediumSC","average",0.585,-1,0,5,0.601,5
31,"dotnumber","mediumSC","easy",1.253,-1,1,5,0.521,5
31,"dotnumber","mediumSC","easy",0.834,1,1,6,0.35,5
31,"dotnumber","mediumSC","easy",0.552,-1,1,5,0.357,5
31,"dotnumber","mediumSC","easy",1.303,1,1,6,0.974,5
31,"dotnumber","mediumSC","average",0.784,-1,1,5,0.61,5
31,"dotnumber","mediumSC","average",0.602,-1,0,5,0.525,5
31,"dotnumber","mediumSC","easy",0.569,-1,1,5,0.509,5
31,"dotnumber","mediumSC","average",0.851,-1,1,5,0.577,5
31,"dotnumber","mediumSC","hard",0.568,-1,1,5,0.319,5
31,"dotnumber","mediumSC","hard",0.718,-1,0,5,0.417,5
31,"dotnumber","mediumSC","easy",0.667,-1,1,5,0.337,5
31,"dotnumber","mediumSC","easy",0.684,-1,1,6,0.291,5
31,"dotnumber","mediumSC","average",0.818,-1,1,4,0.433,5
31,"dotnumber","mediumSC","hard",1.653,1,1,5,0.488,5
