withinblocktrial,block,running,dotsLeft,dotsRight,rt,resp,cor,cresp,conf_press,cj,RTconf,ev,fb,diff,task,sub,age,gender,handedness,
19,0,training,57,23,1.6661830999992162,['c'],1,left,['2'],5,1.5416672999999719,[0.17577643],85.0,57,shape,4,18,V,R,
20,0,training,31,49,4.833437600000252,['c'],0,right,['9'],2,0.5251658999995925,[-0.01541437],15.0,49,shape,4,18,V,R,
21,0,training,31,49,1.900191800000357,['n'],1,right,['9'],2,0.3156588000001648,[0.01606242],9.0,49,shape,4,18,V,R,
22,0,training,31,49,1.4003273999996964,['c'],0,right,['2'],5,1.6146940999997241,[0.14966158],79.0,49,shape,4,18,V,R,
23,0,training,23,57,1.7323481000003085,['n'],1,right,['2'],5,0.5276995999993233,[-0.19708078],97.0,57,shape,4,18,V,R,
24,0,training,62,18,1.0669251999997869,['c'],1,left,['1'],6,0.6314620999992258,[0.16711729],93.0,62,shape,4,18,V,R,
25,0,training,57,23,1.3831233000000793,['c'],1,left,['3'],4,0.23033749999922293,[0.07053409],64.0,57,shape,4,18,V,R,
26,0,training,62,18,0.950426399999742,['c'],1,left,['3'],4,0.2623659000000771,[0.12456568],92.0,62,shape,4,18,V,R,
27,0,training,23,57,1.1995927999996638,['n'],1,right,['9'],2,0.16330089999974007,[-0.01341923],13.0,57,shape,4,18,V,R,
28,0,training,57,23,1.2004738999994515,['c'],1,left,['8'],3,1.0682182000000466,[0.06885677],56.0,57,shape,4,18,V,R,
29,0,training,49,31,1.366726700000072,['c'],1,left,['1'],6,0.9062776999999187,[-0.04141389],14.0,49,shape,4,18,V,R,
30,0,training,31,49,2.149780400000054,['c'],0,right,['9'],2,0.6233531999996558,[0.04423521],44.0,49,shape,4,18,V,R,
31,0,training,18,62,1.5175055999998222,['n'],1,right,['9'],2,0.681108800000402,[0.03834262],11.0,62,shape,4,18,V,R,
32,0,training,31,49,1.2503235999993194,['n'],1,right,['2'],5,0.23571569999967323,[-0.04884155],44.0,49,shape,4,18,V,R,
33,0,training,57,23,1.1500664999994115,['c'],1,left,['9'],2,0.46794339999996737,[0.10224708],77.0,57,shape,4,18,V,R,
34,0,training,23,57,0.9674709999999322,['c'],0,right,['2'],5,0.2015025999999125,[0.03533504],31.0,57,shape,4,18,V,R,
35,0,training,62,18,1.032610499999464,['c'],1,left,['3'],4,0.31187489999956597,[0.04237708],40.0,62,shape,4,18,V,R,
0,1,training,18,62,2.433788100000129,['n'],1,right,['2'],5,0.9691580999997313,[-0.36249399],100.0,62,shape,4,18,V,R,
1,1,training,49,31,1.2337236000003031,['c'],1,left,['2'],5,0.4402908000001844,[0.12468157],87.0,49,shape,4,18,V,R,
2,1,training,31,49,1.1506202999999005,['c'],0,right,['8'],3,0.49577530000078696,[-0.01013617],16.0,49,shape,4,18,V,R,
3,1,training,57,23,0.9498309000000518,['c'],1,left,['2'],5,0.34979029999976774,[0.14466705],94.0,57,shape,4,18,V,R,
4,1,training,49,31,0.7671818999997413,['c'],1,left,['9'],2,0.21669960000053834,[0.16138975],98.0,49,shape,4,18,V,R,
5,1,training,31,49,0.700030400000287,['c'],0,right,['8'],3,0.35601540000061505,[0.03898618],38.0,49,shape,4,18,V,R,
6,1,training,57,23,0.9497725000001083,['c'],1,left,['8'],3,0.3188021999994817,[0.00338007],16.0,57,shape,4,18,V,R,
7,1,training,57,23,0.7330478000003495,['c'],1,left,['2'],5,0.10766739999962738,[0.07521845],75.0,57,shape,4,18,V,R,
8,1,training,18,62,0.667028300000311,['c'],0,right,['9'],2,0.5878722999996171,[-0.18464417],0.0,62,shape,4,18,V,R,
9,1,training,62,18,1.0500596000001678,['c'],1,left,['2'],5,0.41758220000065194,[0.14373871],92.0,62,shape,4,18,V,R,
10,1,training,49,31,0.8668351999995139,['c'],1,left,['9'],2,0.30189830000017537,[0.09573972],79.0,49,shape,4,18,V,R,
11,1,training,31,49,1.1333038000002489,['c'],0,right,['8'],3,0.6202849000001152,[0.06658159],56.0,49,shape,4,18,V,R,
12,1,training,31,49,0.8171852999994371,['c'],0,right,['9'],2,0.4180044999993697,[0.0017702],18.0,49,shape,4,18,V,R,
13,1,training,49,31,0.8331495000002178,['c'],1,left,['8'],3,0.5915036000005784,[0.16544269],93.0,49,shape,4,18,V,R,
14,1,training,18,62,0.9002181999994718,['c'],0,right,['2'],5,0.2753693000004205,[0.0239227],25.0,62,shape,4,18,V,R,
15,1,training,62,18,1.0665343999999095,['c'],1,left,['1'],6,0.7571278000004895,[0.16030582],90.0,62,shape,4,18,V,R,
16,1,training,57,23,1.7998593000002074,['c'],1,left,['3'],4,6.27826130000085,[0.7197346],99.0,57,shape,4,18,V,R,
17,1,training,23,57,1.1003624000004493,['n'],1,right,['3'],4,2.3891985000000204,[-0.19372332],83.0,57,shape,4,18,V,R,
18,1,training,62,18,0.8341284999996788,['c'],1,left,['1'],6,0.3069267000000764,[0.18933679],99.0,62,shape,4,18,V,R,
19,1,training,57,23,3.933466600000429,['c'],1,left,['3'],4,1.896923300000708,[0.26066667],94.0,57,shape,4,18,V,R,
20,1,training,18,62,1.0172366999995575,['c'],0,right,['3'],4,0.7395475999992414,[-0.06314911],8.0,62,shape,4,18,V,R,
21,1,training,18,62,1.1662933999996312,['n'],1,right,['0'],1,0.32655960000010964,[-0.12666172],90.0,62,shape,4,18,V,R,
22,1,training,57,23,1.1836342999995395,['c'],1,left,['3'],4,0.3296925000004194,[0.02981767],31.0,57,shape,4,18,V,R,
23,1,training,18,62,0.9502357999999731,['c'],0,right,['3'],4,0.2459099999996397,[0.01171789],17.0,62,shape,4,18,V,R,
24,1,training,23,57,1.5839155000003302,['c'],0,right,['9'],2,0.29236889999992854,[0.16916964],98.0,57,shape,4,18,V,R,
25,1,training,31,49,1.0174877999997989,['c'],0,right,['9'],2,0.18332699999973556,[0.10130579],87.0,49,shape,4,18,V,R,
26,1,training,62,18,0.8667242000001352,['c'],1,left,['9'],2,0.31678199999987555,[0.00323673],16.0,62,shape,4,18,V,R,
27,1,training,31,49,0.9668945000003077,['c'],0,right,['1'],6,1.0652822000001834,[0.01366891],33.0,49,shape,4,18,V,R,
28,1,training,62,18,1.3167535000002317,['n'],0,left,['9'],2,0.2890935999994326,[0.02409232],7.0,62,shape,4,18,V,R,
29,1,training,49,31,1.2663056999999753,['c'],1,left,['1'],6,0.22590970000055677,[0.05784677],52.0,49,shape,4,18,V,R,
30,1,training,23,57,0.9171817000005831,['c'],0,right,['9'],2,0.2118295999998736,[0.07040287],64.0,57,shape,4,18,V,R,
31,1,training,49,31,0.6996392999999443,['c'],1,left,['1'],6,0.17464319999999134,[0.10283915],88.0,49,shape,4,18,V,R,
32,1,training,23,57,0.7507476000000679,['c'],0,right,['9'],2,0.040988499999912165,[0.07875086],89.0,57,shape,4,18,V,R,
33,1,training,62,18,0.33319399999982124,['c'],1,left,['2'],5,0.44935440000062954,[0.20462745],98.0,62,shape,4,18,V,R,
34,1,training,23,57,1.1825724999998783,['n'],1,right,['9'],2,0.9196226000003662,[-0.30426396],99.0,57,shape,4,18,V,R,
35,1,training,23,57,0.9171595999996498,['c'],0,right,['2'],5,0.05334610000045359,[0.06686016],71.0,57,shape,4,18,V,R,
0,2,training,57,23,0.9668063999997685,['c'],1,left,['1'],6,0.22468500000013591,[0.1065861],87.0,57,shape,4,18,V,R,
1,2,training,31,49,0.7838617999996131,['n'],1,right,['9'],2,0.13552710000021762,[-0.04062164],33.0,49,shape,4,18,V,R,
2,2,training,18,62,0.98372610000024,['n'],1,right,['2'],5,0.7547546999994665,[-0.13625256],84.0,62,shape,4,18,V,R,
3,2,training,23,57,0.7675897999997687,['c'],0,right,['1'],6,0.20508060000065598,[-0.04399736],2.0,57,shape,4,18,V,R,
4,2,training,57,23,1.38314470000023,['c'],1,left,['1'],6,0.4607491000006121,[0.22546032],99.0,57,shape,4,18,V,R,
5,2,training,31,49,1.4836813000001712,['c'],0,right,['2'],5,0.3825363000005382,[-0.0069108],14.0,49,shape,4,18,V,R,
6,2,training,31,49,1.0335950999997294,['n'],1,right,['1'],6,0.5575373000001491,[-0.17893273],95.0,49,shape,4,18,V,R,
7,2,training,23,57,0.966446200000064,['c'],0,right,['1'],6,0.08787209999991319,[0.0585231],54.0,57,shape,4,18,V,R,
8,2,training,18,62,1.0503119000004517,['n'],1,right,['0'],1,0.21747079999931884,[-0.05153524],46.0,62,shape,4,18,V,R,
9,2,training,62,18,2.316777799999727,['c'],1,left,['1'],6,0.47608969999964756,[0.12524749],86.0,62,shape,4,18,V,R,
10,2,training,31,49,0.6330185999995592,['c'],0,right,['2'],5,0.1990646000003835,[0.10955893],90.0,49,shape,4,18,V,R,
11,2,training,62,18,0.6004638999993404,['c'],1,left,['1'],6,0.4066933000003701,[0.07001934],60.0,62,shape,4,18,V,R,
12,2,training,18,62,1.3003040999992663,['n'],1,right,['0'],1,0.0897132000000056,[-0.07511167],76.0,62,shape,4,18,V,R,
13,2,training,23,57,0.900362800000039,['c'],0,right,['2'],5,0.4413426999999501,[-0.0284647],9.0,57,shape,4,18,V,R,
14,2,training,23,57,0.9168482000004587,['n'],1,right,['0'],1,0.2422484999997323,[-0.08856],77.0,57,shape,4,18,V,R,
15,2,training,23,57,0.9168528999998671,['c'],0,right,['2'],5,0.3625835000002553,[-0.03062978],7.0,57,shape,4,18,V,R,
16,2,training,49,31,0.43352839999988646,['c'],1,left,['1'],6,0.3061912000002849,[0.08640583],73.0,49,shape,4,18,V,R,
17,2,training,57,23,0.5169630000000325,['c'],1,left,['1'],6,0.024166200000763638,[0.0364151],10.0,57,shape,4,18,V,R,
18,2,training,49,31,0.7170570999996926,['c'],1,left,['3'],4,0.34558860000015557,[-0.00580408],13.0,49,shape,4,18,V,R,
19,2,training,49,31,0.6673092999999426,['c'],1,left,['1'],6,0.06460329999936221,[0.03270736],17.0,49,shape,4,18,V,R,
20,2,training,18,62,0.9337614000005487,['n'],1,right,['9'],2,0.24813759999960894,[-0.06908778],62.0,62,shape,4,18,V,R,
21,2,training,49,31,1.250470299999506,['c'],1,left,['2'],5,2.307836299999508,[0.33083243],96.0,49,shape,4,18,V,R,
22,2,training,62,18,0.6505392999997639,['c'],1,left,['1'],6,0.396319699999367,[0.17825105],97.0,62,shape,4,18,V,R,
23,2,training,31,49,1.434141499999896,['n'],1,right,['0'],1,0.12270830000034039,[-0.03590423],27.0,49,shape,4,18,V,R,
24,2,training,57,23,0.8343942000001334,['c'],1,left,['1'],6,0.004249999999956344,[0.05454979],44.0,57,shape,4,18,V,R,
25,2,training,62,18,0.6336576000003333,['c'],1,left,['2'],5,0.5772305999998935,[0.14220377],89.0,62,shape,4,18,V,R,
26,2,training,31,49,0.9501903999998831,['n'],1,right,['9'],2,0.28350440000031085,[-0.0742897],65.0,49,shape,4,18,V,R,
27,2,training,57,23,0.9499021000001449,['c'],1,left,['1'],6,0.041969399999288726,[0.01370967],2.0,57,shape,4,18,V,R,
28,2,training,18,62,0.9998526999997921,['n'],1,right,['2'],5,0.41537329999937356,[-0.09615308],76.0,62,shape,4,18,V,R,
29,2,training,57,23,0.6833670000005441,['c'],1,left,['2'],5,0.05109140000058687,[0.06340052],65.0,57,shape,4,18,V,R,
30,2,training,18,62,1.0498509999997623,['n'],1,right,['3'],4,0.4549176999998963,[-0.2370549],99.0,62,shape,4,18,V,R,
31,2,training,49,31,1.949647799999184,['c'],1,left,['3'],4,0.39796750000004977,[0.12426643],88.0,49,shape,4,18,V,R,
32,2,training,49,31,1.133919199999582,['c'],1,left,['2'],5,0.08035429999927146,[0.02313926],11.0,49,shape,4,18,V,R,
33,2,training,62,18,0.8169766000000891,['c'],1,left,['2'],5,1.708024800000203,[0.42109843],99.0,62,shape,4,18,V,R,
34,2,training,23,57,1.0677972000003138,['n'],1,right,['9'],2,0.26004699999975855,[-0.12143816],91.0,57,shape,4,18,V,R,
35,2,training,62,18,0.6660523999998986,['c'],1,left,['3'],4,0.022398400000383845,[0.05787685],57.0,62,shape,4,18,V,R,
0,3,main,31,49,1.0995162999997774,['c'],0,right,['3'],4,1.0520358000003398,-99,-99,49,shape,4,18,V,R,
1,3,main,62,18,1.467288499999995,['c'],1,left,['3'],4,0.4396385999998529,-99,-99,62,shape,4,18,V,R,
2,3,main,23,57,0.7997387999994316,['n'],1,right,['0'],1,0.5505971000002319,-99,-99,57,shape,4,18,V,R,
3,3,main,31,49,0.8495244000005187,['c'],0,right,['2'],5,0.17490399999951478,-99,-99,49,shape,4,18,V,R,
4,3,main,18,62,1.3336675999998988,['c'],0,right,['9'],2,1.1471262999993996,-99,-99,62,shape,4,18,V,R,
5,3,main,18,62,0.9002208000001701,['n'],1,right,['0'],1,0.34548110000014276,-99,-99,62,shape,4,18,V,R,
6,3,main,23,57,1.8170086000000083,['c'],0,right,['3'],4,0.13097600000037346,-99,-99,57,shape,4,18,V,R,
7,3,main,49,31,1.000182899999345,['c'],1,left,['1'],6,0.22199430000000575,-99,-99,49,shape,4,18,V,R,
8,3,main,18,62,1.450100599999132,['c'],0,right,['3'],4,0.57950080000046,-99,-99,62,shape,4,18,V,R,
9,3,main,23,57,1.300038599999425,['c'],0,right,['0'],1,0.696572599999854,-99,-99,57,shape,4,18,V,R,
10,3,main,49,31,1.2493205000000671,['c'],1,left,['1'],6,0.46723949999977776,-99,-99,49,shape,4,18,V,R,
11,3,main,57,23,0.7670652999995582,['c'],1,left,['1'],6,0.28967780000039056,-99,-99,57,shape,4,18,V,R,
12,3,main,49,31,1.1501607999998669,['c'],1,left,['2'],5,0.28836649999993824,-99,-99,49,shape,4,18,V,R,
13,3,main,31,49,1.150648399999227,['c'],0,right,['3'],4,0.6635379999997895,-99,-99,49,shape,4,18,V,R,
14,3,main,62,18,1.1501743999997416,['c'],1,left,['1'],6,0.4711214999997537,-99,-99,62,shape,4,18,V,R,
15,3,main,49,31,0.650215599999683,['c'],1,left,['1'],6,0.11460310000074969,-99,-99,49,shape,4,18,V,R,
16,3,main,31,49,0.9830573999997796,['n'],1,right,['0'],1,0.26291070000024774,-99,-99,49,shape,4,18,V,R,
17,3,main,23,57,1.2831931000000623,['n'],1,right,['9'],2,0.32108640000024025,-99,-99,57,shape,4,18,V,R,
18,3,main,57,23,0.7335050000001502,['c'],1,left,['2'],5,0.2632883000005677,-99,-99,57,shape,4,18,V,R,
19,3,main,62,18,0.8830119000003833,['c'],1,left,['1'],6,0.20149920000039856,-99,-99,62,shape,4,18,V,R,
20,3,main,23,57,0.9342008000003261,['c'],0,right,['9'],2,0.556275199999618,-99,-99,57,shape,4,18,V,R,
21,3,main,62,18,0.7676235999997516,['c'],1,left,['1'],6,0.01592739999978221,-99,-99,62,shape,4,18,V,R,
22,3,main,18,62,0.6495340999999826,['n'],1,right,['0'],1,0.02936909999971249,-99,-99,62,shape,4,18,V,R,
23,3,main,62,18,1.017695399999866,['c'],1,left,['1'],6,0.08347439999943163,-99,-99,62,shape,4,18,V,R,
24,3,main,62,18,1.299864399999933,['n'],0,left,['9'],2,0.09251459999995859,-99,-99,62,shape,4,18,V,R,
25,3,main,49,31,0.8005504000002475,['c'],1,left,['1'],6,0.065358699999706,-99,-99,49,shape,4,18,V,R,
26,3,main,57,23,1.2837439999993876,['c'],1,left,['2'],5,0.40367369999967195,-99,-99,57,shape,4,18,V,R,
27,3,main,23,57,0.800174899999547,['n'],1,right,['9'],2,0.21179729999948904,-99,-99,57,shape,4,18,V,R,
28,3,main,57,23,1.2337412000006225,['c'],1,left,['3'],4,0.08199659999991127,-99,-99,57,shape,4,18,V,R,
29,3,main,18,62,1.4668518999997104,['c'],0,right,['2'],5,0.7882979999994859,-99,-99,62,shape,4,18,V,R,
30,3,main,57,23,0.9837761999997383,['c'],1,left,['3'],4,0.5421495000000505,-99,-99,57,shape,4,18,V,R,
31,3,main,57,23,0.7166890999997122,['c'],1,left,['1'],6,0.06797809999989113,-99,-99,57,shape,4,18,V,R,
32,3,main,31,49,0.9171163999999408,['n'],1,right,['0'],1,0.22897399999965273,-99,-99,49,shape,4,18,V,R,
33,3,main,18,62,1.0337803000002168,['n'],1,right,['9'],2,0.1946391000001313,-99,-99,62,shape,4,18,V,R,
34,3,main,49,31,0.7839752999998382,['c'],1,left,['3'],4,0.13136389999999665,-99,-99,49,shape,4,18,V,R,
35,3,main,31,49,0.7829778999994232,['c'],0,right,['2'],5,0.1346363000002384,-99,-99,49,shape,4,18,V,R,
0,4,main,31,49,1.9006086999997933,['c'],0,right,['9'],2,0.8362843000004432,-99,-99,49,shape,4,18,V,R,
1,4,main,57,23,0.9341303000001062,['c'],1,left,['1'],6,0.3178178999996817,-99,-99,57,shape,4,18,V,R,
2,4,main,62,18,0.9503905000001396,['c'],1,left,['3'],4,0.45929789999991044,-99,-99,62,shape,4,18,V,R,
3,4,main,18,62,0.8336114000003363,['c'],0,right,['0'],1,0.032297400000061316,-99,-99,62,shape,4,18,V,R,
4,4,main,57,23,0.7504472999999052,['c'],1,left,['2'],5,0.3450998999996955,-99,-99,57,shape,4,18,V,R,
5,4,main,18,62,0.8164675999996689,['n'],1,right,['1'],6,0.45854940000026545,-99,-99,62,shape,4,18,V,R,
6,4,main,49,31,0.800663999999415,['c'],1,left,['3'],4,0.344811099999788,-99,-99,49,shape,4,18,V,R,
7,4,main,57,23,1.099525800000265,['c'],1,left,['1'],6,0.29497839999930875,-99,-99,57,shape,4,18,V,R,
8,4,main,31,49,1.133740499999476,['c'],0,right,['2'],5,0.39007430000037857,-99,-99,49,shape,4,18,V,R,
9,4,main,23,57,0.6999023999997007,['c'],0,right,['3'],4,0.41879009999956907,-99,-99,57,shape,4,18,V,R,
10,4,main,18,62,1.0334600000005594,['n'],1,right,['9'],2,0.3528472000007241,-99,-99,62,shape,4,18,V,R,
11,4,main,49,31,1.650405100000171,['c'],1,left,['2'],5,0.7933139999995547,-99,-99,49,shape,4,18,V,R,
12,4,main,31,49,0.9174129000002722,['c'],0,right,['0'],1,0.9095688999996128,-99,-99,49,shape,4,18,V,R,
13,4,main,23,57,0.8503217000006771,['c'],0,right,['0'],1,0.8796609000000899,-99,-99,57,shape,4,18,V,R,
14,4,main,57,23,1.000210700000025,['c'],1,left,['2'],5,0.6848985999995421,-99,-99,57,shape,4,18,V,R,
15,4,main,57,23,0.9005148999995072,['c'],1,left,['1'],6,0.1418032999999923,-99,-99,57,shape,4,18,V,R,
16,4,main,18,62,1.016336499999852,['n'],1,right,['0'],1,0.44800000000032014,-99,-99,62,shape,4,18,V,R,
17,4,main,23,57,1.0000417999999627,['c'],0,right,['0'],1,0.4942197999998825,-99,-99,57,shape,4,18,V,R,
18,4,main,18,62,1.0004447999999684,['c'],0,right,['2'],5,0.3226594000007026,-99,-99,62,shape,4,18,V,R,
19,4,main,31,49,1.3007267000002685,['c'],0,right,['3'],4,0.36198049999984505,-99,-99,49,shape,4,18,V,R,
20,4,main,23,57,0.4010610000004817,['n'],1,right,['9'],2,0.2197422999997798,-99,-99,57,shape,4,18,V,R,
21,4,main,49,31,0.8339089000000968,['c'],1,left,['1'],6,0.24198429999978543,-99,-99,49,shape,4,18,V,R,
22,4,main,18,62,0.9009714000003441,['n'],1,right,['9'],2,0.3804356000000553,-99,-99,62,shape,4,18,V,R,
23,4,main,62,18,1.4666348000000653,['c'],1,left,['2'],5,0.08280829999966954,-99,-99,62,shape,4,18,V,R,
24,4,main,62,18,0.9345013000001927,['c'],1,left,['2'],5,0.35483900000053836,-99,-99,62,shape,4,18,V,R,
25,4,main,49,31,0.7832931000002645,['c'],1,left,['2'],5,0.05336020000049757,-99,-99,49,shape,4,18,V,R,
26,4,main,23,57,0.9001072999999451,['n'],1,right,['0'],1,0.183323900000687,-99,-99,57,shape,4,18,V,R,
27,4,main,49,31,1.233664399999725,['c'],1,left,['2'],5,0.6390794999997524,-99,-99,49,shape,4,18,V,R,
28,4,main,62,18,1.0003937000001315,['c'],1,left,['1'],6,0.2140334999994593,-99,-99,62,shape,4,18,V,R,
29,4,main,23,57,1.3671901000006983,['n'],1,right,['9'],2,0.2788734999994631,-99,-99,57,shape,4,18,V,R,
30,4,main,49,31,1.1673305000003893,['n'],0,left,['2'],5,0.3252444999998261,-99,-99,49,shape,4,18,V,R,
31,4,main,62,18,0.9337746999999581,['c'],1,left,['3'],4,0.6993354999995063,-99,-99,62,shape,4,18,V,R,
32,4,main,57,23,0.9003648000007161,['c'],1,left,['1'],6,0.09971450000011828,-99,-99,57,shape,4,18,V,R,
33,4,main,31,49,0.9840426000000662,['n'],1,right,['0'],1,0.4245507000005091,-99,-99,49,shape,4,18,V,R,
34,4,main,62,18,0.8336009000004196,['c'],1,left,['1'],6,0.19867640000029496,-99,-99,62,shape,4,18,V,R,
35,4,main,31,49,0.39999510000052396,['c'],0,right,['2'],5,0.19875740000043152,-99,-99,49,shape,4,18,V,R,
0,5,main,23,57,1.3669239999999263,['n'],1,right,['9'],2,0.5887078999994628,-99,-99,57,shape,4,18,V,R,
1,5,main,57,23,1.2340698999996675,['c'],1,left,['1'],6,0.3563723999996,-99,-99,57,shape,4,18,V,R,
2,5,main,49,31,1.6178976000001057,['n'],0,left,['9'],2,0.22199619999992137,-99,-99,49,shape,4,18,V,R,
3,5,main,23,57,0.9003312000004371,['c'],0,right,['0'],1,1.2654046000006929,-99,-99,57,shape,4,18,V,R,
4,5,main,31,49,0.9672894999994242,['c'],0,right,['1'],6,0.7523091000002751,-99,-99,49,shape,4,18,V,R,
5,5,main,57,23,1.7341471999998248,['c'],1,left,['1'],6,0.1415777000001981,-99,-99,57,shape,4,18,V,R,
6,5,main,31,49,0.8666404999994484,['n'],1,right,['0'],1,0.021554699999796867,-99,-99,49,shape,4,18,V,R,
7,5,main,62,18,1.2670963000000484,['c'],1,left,['2'],5,0.09857360000023618,-99,-99,62,shape,4,18,V,R,
8,5,main,62,18,0.9339171999999962,['c'],1,left,['1'],6,0.28121269999974174,-99,-99,62,shape,4,18,V,R,
9,5,main,49,31,1.4006289999997534,['n'],0,left,['1'],6,0.2863194999999905,-99,-99,49,shape,4,18,V,R,
10,5,main,18,62,0.7673318000006475,['n'],1,right,['1'],6,0.052525900000546244,-99,-99,62,shape,4,18,V,R,
11,5,main,49,31,1.1002408000003925,['c'],1,left,['3'],4,0.3107976999999664,-99,-99,49,shape,4,18,V,R,
12,5,main,62,18,1.0172443999999814,['c'],1,left,['2'],5,0.1698618999998871,-99,-99,62,shape,4,18,V,R,
13,5,main,31,49,0.7499280000001818,['c'],0,right,['2'],5,0.02119310000034602,-99,-99,49,shape,4,18,V,R,
14,5,main,62,18,0.6502667000004294,['c'],1,left,['2'],5,0.08274690000052942,-99,-99,62,shape,4,18,V,R,
15,5,main,18,62,0.667674000000261,['c'],0,right,['2'],5,0.17289250000067113,-99,-99,62,shape,4,18,V,R,
16,5,main,23,57,0.4342593000001216,['n'],1,right,['0'],1,0.22901009999986854,-99,-99,57,shape,4,18,V,R,
17,5,main,57,23,0.9665061999994577,['c'],1,left,['3'],4,0.045227100000374776,-99,-99,57,shape,4,18,V,R,
18,5,main,23,57,1.0504455000000235,['c'],0,right,['2'],5,0.145367900000565,-99,-99,57,shape,4,18,V,R,
19,5,main,18,62,0.8508195999993404,['n'],1,right,['2'],5,0.0016930000001593726,-99,-99,62,shape,4,18,V,R,
20,5,main,18,62,3.350547799999731,['c'],0,right,['0'],1,2.6041411999995034,-99,-99,62,shape,4,18,V,R,
21,5,main,23,57,1.1006806000004872,['c'],0,right,['1'],6,1.4966444000001502,-99,-99,57,shape,4,18,V,R,
22,5,main,57,23,1.5172492000001512,['c'],1,left,['1'],6,0.12840760000017326,-99,-99,57,shape,4,18,V,R,
23,5,main,31,49,1.1006169000002046,['n'],1,right,['0'],1,0.11124470000049769,-99,-99,49,shape,4,18,V,R,
24,5,main,18,62,1.4663491000001159,['c'],0,right,['3'],4,0.30410630000005767,-99,-99,62,shape,4,18,V,R,
25,5,main,31,49,0.8683677999997599,['c'],0,right,['3'],4,0.10568920000059734,-99,-99,49,shape,4,18,V,R,
26,5,main,57,23,0.8165459000001647,['c'],1,left,['2'],5,0.10106760000053328,-99,-99,57,shape,4,18,V,R,
27,5,main,62,18,0.8665080000000671,['c'],1,left,['1'],6,0.5506585000002815,-99,-99,62,shape,4,18,V,R,
28,5,main,49,31,0.9675624000001335,['c'],1,left,['3'],4,0.7143120000000636,-99,-99,49,shape,4,18,V,R,
29,5,main,31,49,1.2338415000003806,['n'],1,right,['0'],1,0.14070940000055998,-99,-99,49,shape,4,18,V,R,
30,5,main,23,57,1.0505637000005663,['c'],0,right,['2'],5,0.4454398999996556,-99,-99,57,shape,4,18,V,R,
31,5,main,57,23,1.3837326000002577,['c'],1,left,['3'],4,0.2764490999998088,-99,-99,57,shape,4,18,V,R,
32,5,main,18,62,0.950673000000279,['c'],0,right,['1'],6,0.30819419999988895,-99,-99,62,shape,4,18,V,R,
33,5,main,62,18,0.9836313999994672,['c'],1,left,['1'],6,0.16877579999982117,-99,-99,62,shape,4,18,V,R,
34,5,main,49,31,0.6840133000005153,['c'],1,left,['2'],5,0.35099129999980505,-99,-99,49,shape,4,18,V,R,
